Show Date,Show Location,Corp Name,General Effect - TOT,General Effect - TOT_rank,Visual - TOT,Visual - TOT_rank,Music - TOT,Music - TOT_rank,Sub Total,Sub Total_rank,Total,Total_rank
"July 27, 2025","Winston-Salem, NC",Bluecoats,38.100,1,28.250,1,28.200,1,94.550,1,94.550,1
"July 27, 2025","Winston-Salem, NC",Blue Devils,36.800,2,27.800,2,27.800,2,92.400,2,92.400,2
"July 27, 2025","Winston-Salem, NC",Carolina Crown,36.200,3,27.250,3,27.700,3,91.150,3,91.150,3
"July 27, 2025","Winston-Salem, NC",Mandarins,35.200,4,27.100,4,26.700,4,89.000,4,89.000,4
"July 27, 2025","Winston-Salem, NC",Blue Stars,34.900,5,26.350,5,26.400,6,87.650,5,87.650,5
"July 27, 2025","Winston-Salem, NC",Troopers,34.400,6,25.900,6,26.600,5,86.900,6,86.900,6
"July 27, 2025","Winston-Salem, NC",Blue Knights,33.600,7,25.500,7,25.450,8,84.550,7,84.550,7
"July 27, 2025","Winston-Salem, NC",Spirit of Atlanta,32.400,8,24.850,8,25.550,7,82.800,8,82.800,8
"July 27, 2025","Winston-Salem, NC",Crossmen,31.100,10,24.100,9,24.000,9,79.200,9,79.200,9
"July 27, 2025","Winston-Salem, NC",Music City,31.200,9,23.650,10,23.700,11,78.550,10,78.550,10
"July 27, 2025","Winston-Salem, NC",The Academy,30.700,11,23.450,11,23.800,10,77.950,11,77.950,11
"July 27, 2025","Winston-Salem, NC",Genesis,28.900,13,22.450,12,23.000,12,74.350,12,74.350,12
"July 27, 2025","Winston-Salem, NC",Seattle Cascades,29.000,12,22.150,13,22.150,13,73.300,13,73.300,13
"July 26, 2025","DeKalb, IL",Boston Crusaders,37.450,1,27.850,1,28.425,1,93.725,1,93.725,1
"July 26, 2025","DeKalb, IL",Santa Clara Vanguard,36.850,2,27.550,2,28.025,2,92.425,2,92.425,2
"July 26, 2025","DeKalb, IL",Phantom Regiment,36.800,3,27.250,3,27.575,3,91.625,3,91.625,3
"July 26, 2025","DeKalb, IL",The Cavaliers,34.750,4,26.000,4,26.275,4,87.025,4,87.025,4
"July 26, 2025","DeKalb, IL",Colts,34.200,5,25.450,5,25.800,5,85.450,5,85.450,5
"July 26, 2025","DeKalb, IL",Madison Scouts,32.900,6,24.350,6,24.825,6,82.075,6,82.075,6
"July 26, 2025","DeKalb, IL",Pacific Crest,32.450,7,24.350,6,24.575,7,81.375,7,81.375,7
"July 26, 2025","Atlanta, GA",Bluecoats,38.250,1,28.400,1,28.375,1,95.025,1,95.025,1
"July 26, 2025","Atlanta, GA",Blue Devils,37.400,2,27.950,2,27.575,2,92.925,2,92.925,2
"July 26, 2025","Atlanta, GA",Carolina Crown,36.250,3,27.050,3,27.425,3,90.725,3,90.725,3
"July 26, 2025","Atlanta, GA",Blue Stars,35.250,4,26.050,4,26.125,5,87.425,4,87.425,4
"July 26, 2025","Atlanta, GA",Troopers,34.450,5,25.700,5,26.600,4,86.750,5,86.750,5
"July 26, 2025","Atlanta, GA",Blue Knights,33.850,6,25.650,6,25.800,6,85.300,6,85.300,6
"July 26, 2025","Atlanta, GA",Spirit of Atlanta,32.750,7,24.150,8,25.375,7,82.275,7,82.275,7
"July 26, 2025","Atlanta, GA",Crossmen,31.350,10,24.300,7,24.275,8,79.925,8,79.925,8
"July 26, 2025","Atlanta, GA",The Academy,31.750,8,23.350,9,23.825,9,78.925,9,78.925,9
"July 26, 2025","Atlanta, GA",Music City,31.650,9,23.350,9,23.800,10,78.800,10,78.800,10
"July 26, 2025","Atlanta, GA",Seattle Cascades,29.900,11,22.600,11,22.550,11,75.050,11,75.050,11
"July 25, 2025","Nashville, TN",Bluecoats,37.900,1,28.500,1,28.000,1,94.400,1,94.400,1
"July 25, 2025","Nashville, TN",Blue Devils,36.900,2,28.100,2,27.250,2,92.250,2,92.250,2
"July 25, 2025","Nashville, TN",Carolina Crown,36.300,3,27.250,3,27.200,3,90.750,3,90.750,3
"July 25, 2025","Nashville, TN",Mandarins,36.000,4,26.800,4,26.350,4,89.150,4,89.150,4
"July 25, 2025","Nashville, TN",Blue Stars,34.800,5,26.250,5,25.650,6,86.700,5,86.700,5
"July 25, 2025","Nashville, TN",Troopers,34.100,6,25.650,6,26.200,5,85.950,6,85.950,6
"July 25, 2025","Nashville, TN",Music City,31.200,7,23.400,7,23.250,7,77.850,7,77.850,7
"July 25, 2025","Birmingham, AL",Blue Knights,34.100,1,25.650,1,25.900,1,85.650,1,85.650,1
"July 25, 2025","Birmingham, AL",Spirit of Atlanta,32.900,2,24.750,2,25.200,2,82.850,2,82.850,2
"July 25, 2025","Birmingham, AL",Crossmen,31.700,3,24.150,3,24.400,3,80.250,3,80.250,3
"July 25, 2025","Birmingham, AL",Genesis,30.500,4,22.400,4,22.950,4,75.850,4,75.850,4
"July 25, 2025","Birmingham, AL",Seattle Cascades,29.400,5,22.150,5,22.400,5,73.950,5,73.950,5
"July 25, 2025","Madison, WI",Santa Clara Vanguard,37.100,1,27.700,1,28.150,1,92.950,1,92.950,1
"July 25, 2025","Madison, WI",The Cavaliers,34.400,2,26.050,2,25.850,2,86.300,2,86.300,2
"July 25, 2025","Madison, WI",Colts,33.700,3,25.500,3,25.450,3,84.650,3,84.650,3
"July 25, 2025","Madison, WI",Madison Scouts,33.100,4,24.300,4,24.600,4,82.000,4,82.000,4
"July 25, 2025","Madison, WI",Pacific Crest,32.600,5,24.300,4,24.600,4,81.500,5,81.500,5
"July 23, 2025","Evansville, IN",Boston Crusaders,37.800,1,28.100,1,28.450,1,94.350,1,94.350,1
"July 23, 2025","Evansville, IN",Santa Clara Vanguard,37.000,2,27.350,3,28.100,2,92.450,2,92.450,2
"July 23, 2025","Evansville, IN",Phantom Regiment,36.500,3,27.550,2,27.550,3,91.600,3,91.600,3
"July 23, 2025","Evansville, IN",Pacific Crest,31.300,4,24.450,4,24.650,4,80.400,4,80.400,4
"July 22, 2025","Belleville, IL",Boston Crusaders,37.600,1,27.900,1,28.000,1,93.500,1,93.500,1
"July 22, 2025","Belleville, IL",The Cavaliers,34.300,2,26.000,2,25.900,2,86.200,2,86.200,2
"July 22, 2025","Belleville, IL",Troopers,33.300,3,25.000,4,25.550,3,83.850,3,83.850,3
"July 22, 2025","Belleville, IL",Colts,32.800,4,25.400,3,25.250,4,83.450,4,83.450,4
"July 22, 2025","Belleville, IL",Madison Scouts,32.000,5,24.350,5,24.350,5,80.700,5,80.700,5
"July 22, 2025","Belleville, IL",Pacific Crest,31.400,6,23.350,6,23.400,6,78.150,6,78.150,6
"July 22, 2025","Belleville, IL",Seattle Cascades,29.100,7,21.950,7,21.550,7,72.600,7,72.600,7
"July 21, 2025","McKinney, TX",Santa Clara Vanguard,36.600,1,27.250,1,27.950,1,91.800,1,91.800,1
"July 21, 2025","McKinney, TX",Phantom Regiment,36.100,2,27.000,2,27.400,2,90.500,2,90.500,2
"July 21, 2025","McKinney, TX",Carolina Crown,35.800,3,26.750,3,27.050,3,89.600,3,89.600,3
"July 21, 2025","McKinney, TX",Mandarins,35.100,4,26.100,4,26.950,4,88.150,4,88.150,4
"July 21, 2025","McKinney, TX",Blue Stars,34.400,5,25.850,5,25.850,5,86.100,5,86.100,5
"July 21, 2025","McKinney, TX",Crossmen,30.800,6,23.550,7,23.900,6,78.250,6,78.250,6
"July 21, 2025","McKinney, TX",The Academy,30.500,7,23.650,6,23.750,7,77.900,7,77.900,7
"July 20, 2025","Bedford, TX",Bluecoats,37.000,1,28.000,1,27.950,1,92.950,1,92.950,1
"July 20, 2025","Bedford, TX",The Cavaliers,34.500,2,25.850,2,25.600,3,85.950,2,85.950,2
"July 20, 2025","Bedford, TX",Troopers,33.300,3,25.300,4,26.050,2,84.650,3,84.650,3
"July 20, 2025","Bedford, TX",Blue Knights,33.300,3,24.800,5,25.450,4,83.550,4,83.550,4
"July 20, 2025","Bedford, TX",Colts,32.700,5,25.500,3,24.900,5,83.100,5,83.100,5
"July 20, 2025","Bedford, TX",Madison Scouts,31.900,6,24.400,6,24.300,7,80.600,6,80.600,6
"July 20, 2025","Bedford, TX",Pacific Crest,31.500,7,24.250,7,24.225,8,79.975,7,79.975,7
"July 20, 2025","Bedford, TX",Spirit of Atlanta,31.500,7,23.400,8,24.500,6,79.400,8,79.400,8
"July 20, 2025","Bedford, TX",Music City,30.600,9,23.150,9,23.250,9,77.000,9,77.000,9
"July 20, 2025","Bedford, TX",Genesis,29.000,10,21.800,11,22.200,10,73.000,10,73.000,10
"July 20, 2025","Bedford, TX",Seattle Cascades,29.000,10,22.200,10,21.750,11,72.950,11,72.950,11
"July 19, 2025","San Antonio, TX",Boston Crusaders,37.300,2,27.750,2,28.163,1,93.213,1,93.213,1
"July 19, 2025","San Antonio, TX",Bluecoats,37.350,1,27.800,1,27.675,3,92.825,2,92.825,2
"July 19, 2025","San Antonio, TX",Santa Clara Vanguard,36.300,4,26.850,4,27.763,2,90.913,3,90.913,3
"July 19, 2025","San Antonio, TX",Blue Devils,36.450,3,27.300,3,27.088,4,90.838,4,90.838,4
"July 19, 2025","San Antonio, TX",Phantom Regiment,35.825,5,26.750,5,26.688,6,89.263,5,89.263,5
"July 19, 2025","San Antonio, TX",Carolina Crown,35.675,6,26.400,6,26.713,5,88.788,6,88.788,6
"July 19, 2025","San Antonio, TX",Mandarins,34.900,7,26.025,7,26.125,7,87.050,7,87.050,7
"July 19, 2025","San Antonio, TX",Blue Stars,34.200,8,25.625,8,25.425,9,85.250,8,85.250,8
"July 19, 2025","San Antonio, TX",The Cavaliers,34.150,9,25.450,9,25.213,10,84.813,9,84.813,9
"July 19, 2025","San Antonio, TX",Troopers,33.500,10,25.275,10,25.825,8,84.600,10,84.600,10
"July 19, 2025","San Antonio, TX",Blue Knights,33.250,11,24.600,12,25.113,11,82.963,11,82.963,11
"July 19, 2025","San Antonio, TX",Colts,32.775,12,24.725,11,24.688,12,82.188,12,82.188,12
"July 19, 2025","San Antonio, TX",Madison Scouts,32.375,13,24.250,13,24.113,15,80.738,13,80.738,13
"July 19, 2025","San Antonio, TX",Spirit of Atlanta,31.600,14,23.250,16,24.225,13,79.075,14,79.075,14
"July 19, 2025","San Antonio, TX",Pacific Crest,30.900,16,23.925,14,24.138,14,78.963,15,78.963,15
"July 19, 2025","San Antonio, TX",Crossmen,31.100,15,23.400,15,23.613,16,78.113,16,78.113,16
"July 19, 2025","San Antonio, TX",The Academy,30.350,18,23.200,17,23.025,18,76.575,17,76.575,17
"July 19, 2025","San Antonio, TX",Music City,30.400,17,22.875,18,23.100,17,76.375,18,76.375,18
"July 19, 2025","San Antonio, TX",Seattle Cascades,29.400,19,22.200,19,22.300,19,73.900,19,73.900,19
"July 19, 2025","San Antonio, TX",Genesis,28.800,20,21.850,20,22.150,20,72.800,20,72.800,20
"July 18, 2025","Houston, TX",Bluecoats,36.900,1,26.900,1,27.450,1,91.250,1,91.250,1
"July 18, 2025","Houston, TX",Blue Devils,36.400,2,26.650,2,26.900,2,89.950,2,89.950,2
"July 18, 2025","Houston, TX",Phantom Regiment,35.300,3,26.100,3,26.650,3,88.050,3,88.050,3
"July 18, 2025","Houston, TX",Carolina Crown,35.100,4,26.050,4,26.550,4,87.700,4,87.700,4
"July 18, 2025","Houston, TX",Blue Stars,34.000,5,25.050,5,25.250,5,84.300,5,84.300,5
"July 18, 2025","Houston, TX",The Cavaliers,33.600,6,24.950,6,25.000,6,83.550,6,83.550,6
"July 18, 2025","Houston, TX",Crossmen,30.600,7,23.000,7,23.600,7,77.200,7,77.200,7
"July 18, 2025","Houston, TX",Music City,29.800,8,22.900,8,23.100,8,75.800,8,75.800,8
"July 17, 2025","Denton, TX",Bluecoats,36.400,1,26.850,1,27.050,2,90.300,1,90.300,1
"July 17, 2025","Denton, TX",Boston Crusaders,36.100,2,26.650,2,27.400,1,90.150,2,90.150,2
"July 17, 2025","Denton, TX",Santa Clara Vanguard,35.200,3,26.200,3,26.700,3,88.100,3,88.100,3
"July 17, 2025","Denton, TX",Carolina Crown,34.600,4,25.850,4,25.900,4,86.350,4,86.350,4
"July 17, 2025","Denton, TX",Spirit of Atlanta,31.700,5,22.950,6,23.450,6,78.100,5,78.100,5
"July 17, 2025","Denton, TX",Pacific Crest,30.000,6,23.400,5,23.950,5,77.350,6,77.350,6
"July 17, 2025","Denton, TX",Seattle Cascades,29.100,7,21.650,7,21.900,7,72.650,7,72.650,7
"July 17, 2025","Waco, TX",Mandarins,34.000,1,25.950,1,26.150,1,86.100,1,86.100,1
"July 17, 2025","Waco, TX",Blue Stars,33.500,2,25.350,2,24.900,3,83.750,2,83.750,2
"July 17, 2025","Waco, TX",Troopers,32.500,4,24.850,3,25.100,2,82.450,3,82.450,3
"July 17, 2025","Waco, TX",Blue Knights,33.000,3,24.550,4,24.450,4,82.000,4,82.000,4
"July 17, 2025","Waco, TX",Madison Scouts,31.800,5,23.800,5,24.050,5,79.650,5,79.650,5
"July 16, 2025","Canyon, TX",Boston Crusaders,35.600,1,26.550,1,27.150,1,89.300,1,89.300,1
"July 16, 2025","Canyon, TX",Pacific Crest,29.900,2,22.700,3,23.500,2,76.100,2,76.100,2
"July 16, 2025","Canyon, TX",The Academy,29.500,3,22.800,2,22.550,3,74.850,3,74.850,3
"July 16, 2025","Canyon, TX",Genesis,28.500,4,21.500,4,21.650,4,71.650,4,71.650,4
"July 15, 2025","Albuquerque, NM",Mandarins,33.300,1,25.150,1,25.700,1,84.150,1,84.150,1
"July 15, 2025","Albuquerque, NM",Blue Knights,31.900,2,24.000,2,24.400,2,80.300,2,80.300,2
"July 15, 2025","Albuquerque, NM",Pacific Crest,29.600,3,22.500,3,23.400,3,75.500,3,75.500,3
"July 15, 2025","Albuquerque, NM",The Academy,29.200,4,22.300,4,22.800,4,74.300,4,74.300,4
"July 15, 2025","Albuquerque, NM",Seattle Cascades,28.400,5,21.350,5,21.900,5,71.650,5,71.650,5
"July 15, 2025","Olathe, KS",The Cavaliers,32.800,1,24.850,1,24.550,2,82.200,1,82.200,1
"July 15, 2025","Olathe, KS",Blue Stars,32.500,3,24.300,2,24.400,3,81.200,2,81.200,2
"July 15, 2025","Olathe, KS",Troopers,32.500,3,23.800,3,24.750,1,81.050,3,81.050,3
"July 15, 2025","Olathe, KS",Colts,32.600,2,23.650,4,23.700,4,79.950,4,79.950,4
"July 15, 2025","Olathe, KS",Madison Scouts,31.000,5,23.050,5,23.350,5,77.400,5,77.400,5
"July 15, 2025","Olathe, KS",Spartans,28.200,6,21.500,6,21.200,6,70.900,6,70.900,6
"July 15, 2025","Broken Arrow, OK",Bluecoats,35.600,1,26.500,1,26.450,1,88.550,1,88.550,1
"July 15, 2025","Broken Arrow, OK",Carolina Crown,34.200,2,25.600,3,25.800,2,85.600,2,85.600,2
"July 15, 2025","Broken Arrow, OK",Phantom Regiment,34.100,3,25.800,2,25.650,3,85.550,3,85.550,3
"July 15, 2025","Broken Arrow, OK",Spirit of Atlanta,30.700,4,22.500,6,23.900,4,77.100,4,77.100,4
"July 15, 2025","Broken Arrow, OK",Crossmen,30.400,5,22.700,5,23.000,5,76.100,5,76.100,5
"July 15, 2025","Broken Arrow, OK",Music City,29.900,6,22.750,4,22.150,6,74.800,6,74.800,6
"July 13, 2025","Mesa, AZ",Boston Crusaders,35.300,1,25.950,1,26.550,1,87.800,1,87.800,1
"July 13, 2025","Mesa, AZ",Mandarins,32.800,2,24.900,2,25.250,2,82.950,2,82.950,2
"July 13, 2025","Mesa, AZ",Blue Knights,31.900,3,23.750,3,23.750,3,79.400,3,79.400,3
"July 13, 2025","Mesa, AZ",Pacific Crest,28.800,4,22.050,5,22.800,4,73.650,4,73.650,4
"July 13, 2025","Mesa, AZ",The Academy,28.200,5,22.400,4,22.350,5,72.950,5,72.950,5
"July 13, 2025","Mesa, AZ",Seattle Cascades,28.000,6,21.200,6,21.650,6,70.850,6,70.850,6
"July 12, 2025","Pasadena, CA",Boston Crusaders,34.700,1,25.750,1,26.300,1,86.750,1,86.750,1
"July 12, 2025","Pasadena, CA",Blue Devils,34.000,2,25.600,2,25.650,3,85.250,2,85.250,2
"July 12, 2025","Pasadena, CA",Santa Clara Vanguard,33.900,3,25.250,3,25.850,2,85.000,3,85.000,3
"July 12, 2025","Pasadena, CA",Mandarins,32.100,4,24.200,4,24.750,4,81.050,4,81.050,4
"July 12, 2025","Pasadena, CA",Blue Knights,31.500,5,23.050,5,23.500,5,78.050,5,78.050,5
"July 12, 2025","Pasadena, CA",Pacific Crest,29.800,6,22.300,6,22.450,6,74.550,6,74.550,6
"July 12, 2025","Pasadena, CA",The Academy,29.200,7,21.800,7,22.250,7,73.250,7,73.250,7
"July 12, 2025","Pasadena, CA",Seattle Cascades,27.200,8,20.650,8,21.400,8,69.250,8,69.250,8
"July 12, 2025","Lisle, IL",Bluecoats,34.400,1,26.500,1,25.600,1,86.500,1,86.500,1
"July 12, 2025","Lisle, IL",The Cavaliers,32.400,2,24.650,2,23.950,3,81.000,2,81.000,2
"July 12, 2025","Lisle, IL",Troopers,31.400,3,24.200,3,24.050,2,79.650,3,79.650,3
"July 12, 2025","Lisle, IL",Colts,31.400,3,23.550,4,23.050,4,78.000,4,78.000,4
"July 12, 2025","Lisle, IL",Madison Scouts,30.800,5,22.700,5,23.000,5,76.500,5,76.500,5
"July 12, 2025","Little Rock, AR",Phantom Regiment,33.900,1,25.250,2,25.300,2,84.450,1,84.450,1
"July 12, 2025","Little Rock, AR",Carolina Crown,33.400,2,25.350,1,25.550,1,84.300,2,84.300,2
"July 12, 2025","Little Rock, AR",Crossmen,29.900,3,22.200,5,23.000,4,75.100,3,75.100,3
"July 12, 2025","Little Rock, AR",Spirit of Atlanta,29.600,4,22.350,4,23.050,3,75.000,4,75.000,4
"July 12, 2025","Little Rock, AR",Music City,29.500,5,22.800,3,21.950,5,74.250,5,74.250,5
"July 12, 2025","Little Rock, AR",Genesis,27.900,6,21.400,6,21.050,7,70.350,6,70.350,6
"July 12, 2025","Little Rock, AR",Spartans,27.700,7,21.300,7,21.200,6,70.200,7,70.200,7
"July 11, 2025","Walnut, CA",Boston Crusaders,33.600,1,25.700,1,25.950,1,85.250,1,85.250,1
"July 11, 2025","Walnut, CA",Blue Devils,33.200,2,25.450,2,25.650,2,84.300,2,84.300,2
"July 11, 2025","Walnut, CA",Santa Clara Vanguard,33.200,2,25.150,3,25.500,3,83.850,3,83.850,3
"July 11, 2025","Walnut, CA",Mandarins,31.600,4,24.000,4,24.450,4,80.050,4,80.050,4
"July 11, 2025","Walnut, CA",Blue Knights,30.700,5,22.950,5,23.150,5,76.800,5,76.800,5
"July 11, 2025","Walnut, CA",Pacific Crest,28.800,7,21.900,6,23.000,6,73.700,6,73.700,6
"July 11, 2025","Walnut, CA",The Academy,28.900,6,21.100,7,22.350,7,72.350,7,72.350,7
"July 11, 2025","Walnut, CA",Seattle Cascades,27.600,8,20.300,8,20.850,8,68.750,8,68.750,8
"July 9, 2025","Santa Clarita, CA",Boston Crusaders,33.800,1,25.200,1,25.150,1,84.150,1,84.150,1
"July 9, 2025","Santa Clarita, CA",Santa Clara Vanguard,32.700,2,25.000,2,24.900,2,82.600,2,82.600,2
"July 9, 2025","Santa Clarita, CA",Mandarins,31.100,3,23.950,3,23.950,3,79.000,3,79.000,3
"July 9, 2025","Santa Clarita, CA",Blue Knights,30.500,4,21.900,4,22.650,4,75.050,4,75.050,4
"July 9, 2025","Santa Clarita, CA",Pacific Crest,28.800,5,21.750,5,21.950,5,72.500,5,72.500,5
"July 9, 2025","Santa Clarita, CA",The Academy,28.800,5,20.750,6,21.650,6,71.200,6,71.200,6
"July 9, 2025","Santa Clarita, CA",Seattle Cascades,27.100,7,20.000,7,20.550,7,67.650,7,67.650,7
"July 9, 2025","Ankeny, IA",The Cavaliers,32.100,1,23.800,2,23.600,2,79.500,1,79.500,1
"July 9, 2025","Ankeny, IA",Blue Stars,32.000,2,24.000,1,23.100,3,79.100,2,79.100,2
"July 9, 2025","Ankeny, IA",Troopers,31.000,4,22.800,4,23.850,1,77.650,3,77.650,3
"July 9, 2025","Ankeny, IA",Colts,31.100,3,23.300,3,22.900,4,77.300,4,77.300,4
"July 9, 2025","Ankeny, IA",Madison Scouts,30.200,5,22.200,5,22.500,5,74.900,5,74.900,5
"July 9, 2025","Ankeny, IA",Crossmen,29.400,6,21.850,6,22.000,6,73.250,6,73.250,6
"July 8, 2025","Mankato, MN",The Cavaliers,30.900,1,22.850,1,23.350,2,77.100,1,77.100,1
"July 8, 2025","Mankato, MN",Troopers,30.000,2,21.850,3,23.500,1,75.350,2,75.350,2
"July 8, 2025","Mankato, MN",Colts,29.900,3,22.500,2,22.600,3,75.000,3,75.000,3
"July 8, 2025","Mankato, MN",Madison Scouts,28.400,4,20.900,4,22.500,4,71.800,4,71.800,4
"July 8, 2025","Mankato, MN",Crossmen,28.000,5,20.500,5,21.800,5,70.300,5,70.300,5
"July 8, 2025","Newnan, GA",Phantom Regiment,33.200,1,24.700,1,24.750,1,82.650,1,82.650,1
"July 8, 2025","Newnan, GA",Spirit of Atlanta,29.500,2,21.950,3,22.350,2,73.800,2,73.800,2
"July 8, 2025","Newnan, GA",Music City,29.300,3,22.300,2,21.750,3,73.350,3,73.350,3
"July 8, 2025","Newnan, GA",Genesis,27.600,5,20.750,5,21.400,4,69.750,4,69.750,4
"July 8, 2025","Newnan, GA",Spartans,27.700,4,20.800,4,20.600,5,69.100,5,69.100,5
"July 7, 2025","Sevierville, TN",Carolina Crown,32.400,1,24.450,1,24.650,1,81.500,1,81.500,1
"July 7, 2025","Sevierville, TN",Phantom Regiment,32.400,1,24.200,2,24.350,2,80.950,2,80.950,2
"July 7, 2025","Sevierville, TN",Spirit of Atlanta,29.400,3,21.650,4,22.650,3,73.700,3,73.700,3
"July 7, 2025","Sevierville, TN",Music City,29.100,4,21.800,3,21.250,4,72.150,4,72.150,4
"July 7, 2025","Sevierville, TN",Genesis,26.900,5,20.400,5,20.800,5,68.100,5,68.100,5
"July 7, 2025","Sevierville, TN",Spartans,26.900,5,20.300,6,20.300,6,67.500,6,67.500,6
"July 6, 2025","La Crosse, WI",Bluecoats,34.100,1,24.750,1,24.450,1,83.300,1,83.300,1
"July 6, 2025","La Crosse, WI",Blue Stars,30.200,2,22.750,2,22.250,3,75.200,2,75.200,2
"July 6, 2025","La Crosse, WI",Colts,30.200,2,22.250,3,21.700,5,74.150,3,74.150,3
"July 6, 2025","La Crosse, WI",Troopers,28.700,5,21.800,4,22.450,2,72.950,4,72.950,4
"July 6, 2025","La Crosse, WI",Madison Scouts,29.100,4,21.000,5,21.950,4,72.050,5,72.050,5
"July 6, 2025","La Crosse, WI",Crossmen,27.700,6,20.700,6,21.000,6,69.400,6,69.400,6
"July 6, 2025","Stanford, CA",Boston Crusaders,33.200,1,24.550,1,25.050,1,82.800,1,82.800,1
"July 6, 2025","Stanford, CA",Blue Devils,32.800,2,24.200,2,24.800,2,81.800,2,81.800,2
"July 6, 2025","Stanford, CA",Santa Clara Vanguard,32.300,3,24.150,3,24.550,3,81.000,3,81.000,3
"July 6, 2025","Stanford, CA",Mandarins,31.200,4,23.150,4,23.350,4,77.700,4,77.700,4
"July 6, 2025","Stanford, CA",Blue Knights,29.600,5,21.850,5,22.250,5,73.700,5,73.700,5
"July 6, 2025","Stanford, CA",The Academy,28.300,6,19.950,6,21.200,6,69.450,6,69.450,6
"July 6, 2025","Stanford, CA",Seattle Cascades,27.300,7,19.050,7,20.300,7,66.650,7,66.650,7
"July 5, 2025","Sacramento, CA",Boston Crusaders,32.900,1,24.100,1,23.800,1,80.800,1,80.800,1
"July 5, 2025","Sacramento, CA",Santa Clara Vanguard,31.900,2,23.800,2,23.450,2,79.150,2,79.150,2
"July 5, 2025","Sacramento, CA",Mandarins,30.700,3,22.950,3,22.550,3,76.200,3,76.200,3
"July 5, 2025","Sacramento, CA",Blue Knights,29.000,4,21.500,4,21.500,4,72.000,4,72.000,4
"July 5, 2025","Sacramento, CA",The Academy,27.700,5,20.550,5,20.350,5,68.600,5,68.600,5
"July 5, 2025","Sacramento, CA",Seattle Cascades,26.600,6,19.750,6,18.900,6,65.250,6,65.250,6
"July 5, 2025","Lexington, SC",Carolina Crown,32.100,1,23.950,1,23.800,1,79.850,1,79.850,1
"July 5, 2025","Lexington, SC",Spirit of Atlanta,28.600,2,21.000,3,22.050,2,71.650,2,71.650,2
"July 5, 2025","Lexington, SC",Music City,28.500,3,21.500,2,20.750,3,70.750,3,70.750,3
"July 3, 2025","Portland, OR",Santa Clara Vanguard,31.400,1,23.450,1,23.100,1,77.950,1,77.950,1
"July 3, 2025","Portland, OR",Mandarins,30.000,2,22.700,2,22.100,2,74.800,2,74.800,2
"July 3, 2025","Portland, OR",Blue Knights,27.800,3,20.550,3,20.900,3,69.250,3,69.250,3
"July 3, 2025","Portland, OR",Seattle Cascades,25.500,4,18.900,4,18.800,4,63.200,4,63.200,4
"July 3, 2025","Rockford, IL",Phantom Regiment,30.500,1,22.850,1,22.800,1,76.150,1,76.150,1
"July 3, 2025","Rockford, IL",Blue Stars,29.300,2,21.800,2,21.900,2,73.000,2,73.000,2
"July 3, 2025","Rockford, IL",The Cavaliers,28.700,3,21.500,3,21.400,5,71.600,3,71.600,3
"July 3, 2025","Rockford, IL",Troopers,28.200,4,21.000,4,21.800,3,71.000,4,71.000,4
"July 3, 2025","Rockford, IL",Madison Scouts,27.300,5,20.000,5,21.450,4,68.750,5,68.750,5
"July 3, 2025","Rockford, IL",Crossmen,26.700,6,19.200,6,20.350,6,66.250,6,66.250,6
"July 2, 2025","Seattle, WA",Santa Clara Vanguard,30.400,1,23.350,1,22.800,1,76.550,1,76.550,1
"July 2, 2025","Seattle, WA",Mandarins,29.200,2,21.900,2,22.050,2,73.150,2,73.150,2
"July 2, 2025","Seattle, WA",Blue Knights,26.800,3,20.000,3,21.050,3,67.850,3,67.850,3
"July 2, 2025","Seattle, WA",Seattle Cascades,25.000,4,18.450,4,18.850,4,62.300,4,62.300,4
"July 2, 2025","Cedarburg, WI",Phantom Regiment,30.300,1,22.300,1,22.300,1,74.900,1,74.900,1
"July 2, 2025","Cedarburg, WI",Blue Stars,28.500,3,21.200,2,21.100,3,70.800,2,70.800,2
"July 2, 2025","Cedarburg, WI",Colts,29.300,2,20.400,3,20.400,6,70.100,3,70.100,3
"July 2, 2025","Cedarburg, WI",Troopers,27.900,5,20.400,3,21.150,2,69.450,4,69.450,4
"July 2, 2025","Cedarburg, WI",The Cavaliers,28.400,4,20.200,5,20.850,4,69.450,4,69.450,4
"July 2, 2025","Cedarburg, WI",Madison Scouts,26.500,6,19.650,6,20.600,5,66.750,6,66.750,6
"June 30, 2025","Ogden, UT",Boston Crusaders,31.300,1,23.150,1,23.400,1,77.850,1,77.850,1
"June 30, 2025","Ogden, UT",Blue Knights,27.300,2,19.950,2,20.600,2,67.850,2,67.850,2
"June 30, 2025","Ogden, UT",Seattle Cascades,25.600,3,18.700,3,18.350,3,62.650,3,62.650,3
"June 28, 2025","Fort Collins, CO",Boston Crusaders,30.300,1,22.950,1,22.950,1,76.200,1,76.200,1
"June 28, 2025","Fort Collins, CO",Blue Devils,30.100,2,22.700,2,22.600,2,75.400,2,75.400,2
"June 28, 2025","Fort Collins, CO",Colts,27.400,3,20.600,3,20.250,4,68.250,3,68.250,3
"June 28, 2025","Fort Collins, CO",Troopers,26.500,4,20.450,4,20.800,3,67.750,4,67.750,4
"June 28, 2025","Fort Collins, CO",Blue Knights,25.900,5,19.800,5,20.250,4,65.950,5,65.950,5
"August 10, 2024","Indianapolis, IN",Bluecoats,39.650,1,29.650,1,29.450,1,98.750,1,98.750,1
